Country,WF,WTG,Generation,Type,Power,Component,Material Code,Material Description,'Consumption'[Date],Age (d),Sum of Q,Unit,Order,Order Exchange
Luxembourg,WFG-LU-02,88905,SIGMA,N90,2500,Hydraulic Unit,HYD-2201,Hydraulic pitch unit,2022-03-19 00:00:00,4744,2,PCE,SYN-ORD-964913,SYN-EX-02
France,WFG-FR-02,88780,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2021-07-17 00:00:00,4744,1,PCE,SYN-ORD-866169,SYN-EX-06
Germany,WFG-GE-03,87925,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2025-05-05 00:00:00,4748,2,PCE,SYN-ORD-982574,SYN-EX-01
South Africa,WFG-SO-03,89185,SIGMA,N90,2500,Gearbox,GBX-1180,Gearbox service component,2020-06-18 00:00:00,4751,1,PCE,SYN-ORD-947263,SYN-EX-03
Germany,WFG-GE-03,89317,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2023-09-30 00:00:00,4754,1,PCE,SYN-ORD-782323,SYN-EX-04
Uruguay,WFG-UR-01,86983,SIGMA,N90,2500,Gearbox,GBX-1180,Gearbox service component,2021-03-03 00:00:00,4755,1,PCE,SYN-ORD-752589,SYN-EX-06
United Kingdom,WFG-UN-03,86400,DELTA,N131,3600,Generator,GEN-5210,Generator control module,2024-01-28 00:00:00,4756,1,PCE,SYN-ORD-845921,SYN-EX-05
United Kingdom,WFG-UN-03,86869,SIGMA,N100,2500,Generator,GEN-4201,Generator control module,2021-07-21 00:00:00,4757,1,PCE,SYN-ORD-953910,SYN-EX-06
Portugal,WFG-PO-03,90219,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2019-09-12 00:00:00,4758,1,PCE,SYN-ORD-746913,SYN-EX-07
Italy,WFG-IT-03,89661,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2024-07-28 00:00:00,4762,1,PCE,SYN-ORD-781621,SYN-EX-08
Germany,WFG-GE-03,89757,SIGMA,N90,2500,Yaw System,YAW-4402,Yaw drive frequency converter,2020-05-15 00:00:00,4765,1,PCE,SYN-ORD-974289,SYN-EX-03
Czechia,WFG-CZ-02,87598,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2022-03-12 00:00:00,4767,1,PCE,SYN-ORD-847447,SYN-EX-06
Norway,WFG-NO-03,86846,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2023-02-04 00:00:00,4772,1,PCE,SYN-ORD-999932,SYN-EX-08
Greece,WFG-GR-03,89160,GAMMA,N149,4500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2024-03-07 00:00:00,4773,1,PCE,SYN-ORD-883842,SYN-EX-06
United Kingdom,WFG-UN-03,86681,SIGMA,N90,2500,Gearbox,GBX-2044,Gearbox service component,2021-04-11 00:00:00,4774,1,PCE,SYN-ORD-895959,SYN-EX-06
USA,WFG-US-03,87941,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2021-08-12 00:00:00,4776,1,PCE,SYN-ORD-936016,SYN-EX-02
USA,WFG-US-03,89626,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2021-06-10 00:00:00,4781,1,PCE,SYN-ORD-834023,SYN-EX-03
Germany,WFG-GE-03,89771,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2018-11-28 00:00:00,4782,1,PCE,SYN-ORD-775690,SYN-EX-05
USA,WFG-US-03,89282,DELTA,N125,3000,Generator,GEN-5210,Generator control module,2022-05-01 00:00:00,4782,2,PCE,SYN-ORD-915081,SYN-EX-02
United Kingdom,WFG-UN-03,88205,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2022-04-30 00:00:00,4785,1,PCE,SYN-ORD-747346,SYN-EX-02
Ireland,WFG-IR-02,90250,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2018-03-25 00:00:00,4787,2,PCE,SYN-ORD-833855,SYN-EX-09
France,WFG-FR-02,87227,SIGMA,N90,2500,Generator,GEN-4201,Generator control module,2018-07-20 00:00:00,4794,1,PCE,SYN-ORD-955964,SYN-EX-05
Turkey,WFG-TU-03,88049,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2019-09-07 00:00:00,4798,1,PCE,SYN-ORD-787473,SYN-EX-05
United Kingdom,WFG-UN-03,89883,DELTA,N131,3600,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2019-07-11 00:00:00,4798,1,PCE,SYN-ORD-833305,SYN-EX-04
Turkey,WFG-TU-03,89921,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2022-01-22 00:00:00,4800,1,PCE,SYN-ORD-857766,SYN-EX-08
Croatia,WFG-CR-03,86240,SIGMA,N90,2500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2018-01-05 00:00:00,4811,1,PCE,SYN-ORD-786189,SYN-EX-07
Ireland,WFG-IR-02,86731,SIGMA,N90,2500,Gearbox,GBX-2044,Gearbox service component,2023-10-15 00:00:00,4813,1,PCE,SYN-ORD-723222,SYN-EX-08
Germany,WFG-GE-03,90304,DELTA,N125,3000,Generator,GEN-5210,Generator control module,2019-05-28 00:00:00,4814,1,PCE,SYN-ORD-819032,SYN-EX-01
Germany,WFG-GE-03,89833,SIGMA,N100,2500,Yaw System,YAW-4402,Yaw drive frequency converter,2021-02-21 00:00:00,4819,1,PCE,SYN-ORD-726435,SYN-EX-02
Ireland,WFG-IR-02,86550,GAMMA,N149,4500,Gearbox,GBX-1180,Gearbox service component,2021-11-04 00:00:00,4822,1,PCE,SYN-ORD-792971,SYN-EX-03
Turkey,WFG-TU-03,87618,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2022-04-14 00:00:00,4826,1,PCE,SYN-ORD-904407,SYN-EX-01
Finland,WFG-FI-01,86806,SIGMA,N100,2500,Generator,GEN-4201,Generator control module,2021-09-30 00:00:00,4828,1,PCE,SYN-ORD-853731,SYN-EX-09
Germany,WFG-GE-03,88047,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2021-08-30 00:00:00,4829,1,PCE,SYN-ORD-930812,SYN-EX-04
Germany,WFG-GE-03,89138,SIGMA,N100,2500,Gearbox,GBX-2044,Gearbox service component,2018-12-10 00:00:00,4829,1,PCE,SYN-ORD-817159,SYN-EX-08
Turkey,WFG-TU-03,89129,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2020-03-01 00:00:00,4829,2,PCE,SYN-ORD-969528,SYN-EX-04
Italy,WFG-IT-03,90192,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2021-02-26 00:00:00,4831,1,PCE,SYN-ORD-899108,SYN-EX-02
Pakistan,WFG-PA-02,87083,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2019-01-27 00:00:00,4831,1,PCE,SYN-ORD-938262,SYN-EX-02
Uruguay,WFG-UR-01,87402,DELTA,N131,3600,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2022-12-10 00:00:00,4833,1,PCE,SYN-ORD-878924,SYN-EX-07
USA,WFG-US-03,90584,SIGMA,N100,2500,Gearbox,GBX-2044,Gearbox service component,2024-03-19 00:00:00,4835,1,PCE,SYN-ORD-932566,SYN-EX-04
Netherlands,WFG-NE-03,88290,DELTA,N131,3600,Gearbox,GBX-2044,Gearbox service component,2022-12-06 00:00:00,4847,1,PCE,SYN-ORD-723142,SYN-EX-03
Germany,WFG-GE-03,90077,DELTA,N125,3000,Generator,GEN-4201,Generator control module,2023-07-21 00:00:00,4849,1,PCE,SYN-ORD-711254,SYN-EX-02
United Kingdom,WFG-UN-03,90583,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2021-01-08 00:00:00,4851,1,PCE,SYN-ORD-950568,SYN-EX-01
South Africa,WFG-SO-03,88099,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2024-09-03 00:00:00,4852,1,PCE,SYN-ORD-714361,SYN-EX-05
Turkey,WFG-TU-03,86267,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2021-12-24 00:00:00,4853,1,PCE,SYN-ORD-875547,SYN-EX-07
Croatia,WFG-CR-03,89347,SIGMA,N100,2500,Main Bearing,BRG-1102,Main bearing assembly,2021-09-29 00:00:00,4858,1,PCE,SYN-ORD-933513,SYN-EX-02
France,WFG-FR-02,87327,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2023-03-21 00:00:00,4860,1,PCE,SYN-ORD-937758,SYN-EX-03
Germany,WFG-GE-03,89355,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2018-03-16 00:00:00,4864,1,PCE,SYN-ORD-761348,SYN-EX-09
USA,WFG-US-03,88592,SIGMA,N100,2500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2025-01-15 00:00:00,4864,1,PCE,SYN-ORD-987084,SYN-EX-06
Belgium,WFG-BE-01,90481,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2024-03-29 00:00:00,4868,1,PCE,SYN-ORD-984681,SYN-EX-09
France,WFG-FR-02,88455,SIGMA,N100,2500,Generator,GEN-5210,Generator control module,2017-12-05 00:00:00,4869,2,PCE,SYN-ORD-866140,SYN-EX-07
Poland,WFG-PO-03,86619,SIGMA,N100,2500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2021-02-15 00:00:00,4870,1,PCE,SYN-ORD-891067,SYN-EX-09
Germany,WFG-GE-03,88100,GAMMA,N149,4500,Generator,GEN-5210,Generator control module,2022-07-20 00:00:00,4884,1,PCE,SYN-ORD-867730,SYN-EX-05
Portugal,WFG-PO-03,89691,SIGMA,N90,2500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2023-03-18 00:00:00,4890,1,PCE,SYN-ORD-859518,SYN-EX-01
USA,WFG-US-03,87753,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2018-08-06 00:00:00,4890,1,PCE,SYN-ORD-725182,SYN-EX-09
Germany,WFG-GE-03,89077,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2017-11-17 00:00:00,4895,1,PCE,SYN-ORD-795789,SYN-EX-05
Italy,WFG-IT-03,90590,SIGMA,N100,2500,Generator,GEN-5210,Generator control module,2020-05-28 00:00:00,4896,1,PCE,SYN-ORD-917565,SYN-EX-08
Italy,WFG-IT-03,86974,SIGMA,N100,2500,Yaw System,YAW-3301,Yaw drive frequency converter,2022-06-24 00:00:00,4906,1,PCE,SYN-ORD-960709,SYN-EX-02
USA,WFG-US-03,89614,SIGMA,N90,2500,Yaw System,YAW-3301,Yaw drive frequency converter,2025-04-13 00:00:00,4907,1,PCE,SYN-ORD-970854,SYN-EX-05
France,WFG-FR-02,89591,GAMMA,N149,4500,Hydraulic Unit,HYD-2201,Hydraulic pitch unit,2022-04-27 00:00:00,4907,1,PCE,SYN-ORD-734035,SYN-EX-03
Germany,WFG-GE-03,87348,GAMMA,N149,4500,Gearbox,GBX-2044,Gearbox service component,2025-09-07 00:00:00,4908,1,PCE,SYN-ORD-891562,SYN-EX-07
Croatia,WFG-CR-03,86275,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2017-09-23 00:00:00,4910,1,PCE,SYN-ORD-982803,SYN-EX-03
Ireland,WFG-IR-02,90100,SIGMA,N90,2500,Generator,GEN-5210,Generator control module,2023-09-24 00:00:00,4911,1,PCE,SYN-ORD-984363,SYN-EX-09
Netherlands,WFG-NE-03,88689,SIGMA,N100,2500,Main Bearing,BRG-2208,Main bearing assembly,2018-09-19 00:00:00,4915,1,PCE,SYN-ORD-857600,SYN-EX-01
Ireland,WFG-IR-02,88593,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2023-04-19 00:00:00,4917,1,PCE,SYN-ORD-892974,SYN-EX-01
Finland,WFG-FI-01,88643,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2020-11-30 00:00:00,4917,1,PCE,SYN-ORD-725530,SYN-EX-02
Germany,WFG-GE-03,88881,SIGMA,N100,2500,Yaw System,YAW-3301,Yaw drive frequency converter,2023-10-27 00:00:00,4918,1,PCE,SYN-ORD-886025,SYN-EX-02
USA,WFG-US-03,87924,SIGMA,N90,2500,Gearbox,GBX-2044,Gearbox service component,2019-04-02 00:00:00,4919,1,PCE,SYN-ORD-761823,SYN-EX-05
Ireland,WFG-IR-02,87557,SIGMA,N100,2500,Generator,GEN-4201,Generator control module,2021-02-12 00:00:00,4928,1,PCE,SYN-ORD-868797,SYN-EX-05
Germany,WFG-GE-03,86522,SIGMA,N100,2500,Main Bearing,BRG-2208,Main bearing assembly,2025-05-07 00:00:00,4929,1,PCE,SYN-ORD-937347,SYN-EX-06
Germany,WFG-GE-03,90365,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2023-09-04 00:00:00,4930,1,PCE,SYN-ORD-949175,SYN-EX-06
United Kingdom,WFG-UN-03,89735,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2020-08-31 00:00:00,4932,1,PCE,SYN-ORD-988625,SYN-EX-08
Sweden,WFG-SW-03,89220,SIGMA,N100,2500,Main Bearing,BRG-2208,Main bearing assembly,2020-01-06 00:00:00,4932,1,PCE,SYN-ORD-819347,SYN-EX-03
Ireland,WFG-IR-02,88813,SIGMA,N90,2500,Gearbox,GBX-1180,Gearbox service component,2021-02-20 00:00:00,4932,1,PCE,SYN-ORD-929066,SYN-EX-09
Germany,WFG-GE-03,87708,SIGMA,N100,2500,Generator,GEN-4201,Generator control module,2021-06-27 00:00:00,4940,1,PCE,SYN-ORD-951541,SYN-EX-08
Lithuania,WFG-LI-02,90046,SIGMA,N100,2500,Generator,GEN-4201,Generator control module,2021-11-29 00:00:00,4943,1,PCE,SYN-ORD-960891,SYN-EX-07
Germany,WFG-GE-03,86971,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2015-07-28 00:00:00,4944,1,PCE,SYN-ORD-905224,SYN-EX-01
France,WFG-FR-02,87073,SIGMA,N90,2500,Main Bearing,BRG-2208,Main bearing assembly,2019-07-17 00:00:00,4944,2,PCE,SYN-ORD-857692,SYN-EX-07
Pakistan,WFG-PA-02,89963,SIGMA,N90,2500,Yaw System,YAW-3301,Yaw drive frequency converter,2019-12-05 00:00:00,4952,1,PCE,SYN-ORD-906949,SYN-EX-09
Portugal,WFG-PO-03,86246,DELTA,N80,1300,Yaw System,YAW-4402,Yaw drive frequency converter,2017-06-13 00:00:00,4953,1,PCE,SYN-ORD-744084,SYN-EX-06
Norway,WFG-NO-03,88907,GAMMA,N163,5700,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2022-10-13 00:00:00,4955,1,PCE,SYN-ORD-843299,SYN-EX-07
Netherlands,WFG-NE-03,88930,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2020-10-30 00:00:00,4957,1,PCE,SYN-ORD-983983,SYN-EX-02
United Kingdom,WFG-UN-03,89429,SIGMA,N100,2500,Gearbox,GBX-1180,Gearbox service component,2023-06-23 00:00:00,4958,1,PCE,SYN-ORD-797722,SYN-EX-02
France,WFG-FR-02,87110,DELTA,N100,1800,Main Bearing,BRG-2208,Main bearing assembly,2017-08-04 00:00:00,4959,1,PCE,SYN-ORD-938420,SYN-EX-02
France,WFG-FR-02,86791,SIGMA,N100,2500,Gearbox,GBX-2044,Gearbox service component,2017-11-07 00:00:00,4960,1,PCE,SYN-ORD-954864,SYN-EX-06
Spain,WFG-SP-02,89126,DELTA,N100,1800,Generator,GEN-5210,Generator control module,2024-11-30 00:00:00,4960,1,PCE,SYN-ORD-825977,SYN-EX-01
Sweden,WFG-SW-03,88808,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2020-10-20 00:00:00,4965,1,PCE,SYN-ORD-788727,SYN-EX-07
France,WFG-FR-02,89746,SIGMA,N100,2500,Generator,GEN-4201,Generator control module,2018-10-16 00:00:00,4967,1,PCE,SYN-ORD-986030,SYN-EX-04
Turkey,WFG-TU-03,88342,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2025-06-01 00:00:00,4968,1,PCE,SYN-ORD-970541,SYN-EX-02
France,WFG-FR-02,88449,SIGMA,N100,2500,Gearbox,GBX-2044,Gearbox service component,2019-09-20 00:00:00,4969,1,PCE,SYN-ORD-740914,SYN-EX-03
France,WFG-FR-02,89037,GAMMA,N149,4500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2020-10-15 00:00:00,4969,1,PCE,SYN-ORD-731601,SYN-EX-02
Sweden,WFG-SW-03,88914,SIGMA,N90,2500,Yaw System,YAW-3301,Yaw drive frequency converter,2017-07-10 00:00:00,4970,2,PCE,SYN-ORD-971554,SYN-EX-05
Germany,WFG-GE-03,88910,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2020-11-11 00:00:00,4975,1,PCE,SYN-ORD-702118,SYN-EX-03
Turkey,WFG-TU-03,90338,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2018-08-30 00:00:00,4976,1,PCE,SYN-ORD-922638,SYN-EX-01
Norway,WFG-NO-03,86396,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2023-10-31 00:00:00,4979,1,PCE,SYN-ORD-986127,SYN-EX-08
USA,WFG-US-03,89569,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2024-10-30 00:00:00,4982,1,PCE,SYN-ORD-941543,SYN-EX-02
Turkey,WFG-TU-03,86618,SIGMA,N90,2500,Gearbox,GBX-1180,Gearbox service component,2024-04-08 00:00:00,4985,2,PCE,SYN-ORD-979908,SYN-EX-09
France,WFG-FR-02,86767,SIGMA,N100,2500,Generator,GEN-4201,Generator control module,2019-03-04 00:00:00,4990,1,PCE,SYN-ORD-806488,SYN-EX-03
Germany,WFG-GE-03,89067,GAMMA,N149,4500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2020-02-08 00:00:00,4993,1,PCE,SYN-ORD-792543,SYN-EX-03
France,WFG-FR-02,87312,SIGMA,N100,2500,Gearbox,GBX-1180,Gearbox service component,2017-01-17 00:00:00,4994,1,PCE,SYN-ORD-956316,SYN-EX-02
Germany,WFG-GE-03,89550,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2021-02-11 00:00:00,4996,1,PCE,SYN-ORD-962635,SYN-EX-02
Germany,WFG-GE-03,90519,GAMMA,N149,4500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2021-04-09 00:00:00,4996,1,PCE,SYN-ORD-735192,SYN-EX-03
Germany,WFG-GE-03,89291,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2016-08-01 00:00:00,4997,1,PCE,SYN-ORD-898527,SYN-EX-09
France,WFG-FR-02,88934,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2019-10-22 00:00:00,4999,1,PCE,SYN-ORD-897754,SYN-EX-03
Germany,WFG-GE-03,89241,SIGMA,N90,2500,Generator,GEN-5210,Generator control module,2017-08-10 00:00:00,5001,1,PCE,SYN-ORD-977482,SYN-EX-03
Spain,WFG-SP-02,89380,SIGMA,N90,2500,Main Bearing,BRG-2208,Main bearing assembly,2015-10-23 00:00:00,5006,1,PCE,SYN-ORD-875859,SYN-EX-09
Germany,WFG-GE-03,90643,DELTA,N125,3000,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2023-11-29 00:00:00,5011,1,PCE,SYN-ORD-718646,SYN-EX-04
Turkey,WFG-TU-03,87096,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2024-05-01 00:00:00,5013,1,PCE,SYN-ORD-809888,SYN-EX-01
Uruguay,WFG-UR-01,87826,SIGMA,N90,2500,Main Bearing,BRG-1102,Main bearing assembly,2022-11-30 00:00:00,5016,1,PCE,SYN-ORD-980536,SYN-EX-09
Germany,WFG-GE-03,89471,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2022-02-17 00:00:00,5021,1,PCE,SYN-ORD-827069,SYN-EX-03
USA,WFG-US-03,90154,SIGMA,N100,2500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2020-04-10 00:00:00,5024,2,PCE,SYN-ORD-934647,SYN-EX-06
Finland,WFG-FI-01,86831,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2022-02-17 00:00:00,5024,1,PCE,SYN-ORD-937752,SYN-EX-06
USA,WFG-US-03,86618,GAMMA,N149,4500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2021-01-02 00:00:00,5025,1,PCE,SYN-ORD-733980,SYN-EX-01
France,WFG-FR-02,90157,GAMMA,N149,4500,Generator,GEN-4201,Generator control module,2025-03-28 00:00:00,5028,1,PCE,SYN-ORD-708718,SYN-EX-02
Italy,WFG-IT-03,90409,GAMMA,N149,4500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2023-09-30 00:00:00,5030,1,PCE,SYN-ORD-806532,SYN-EX-01
Ireland,WFG-IR-02,88317,SIGMA,N90,2500,Generator,GEN-4201,Generator control module,2017-01-17 00:00:00,5034,1,PCE,SYN-ORD-986300,SYN-EX-03
Turkey,WFG-TU-03,89130,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2016-08-17 00:00:00,5036,1,PCE,SYN-ORD-824254,SYN-EX-09
Germany,WFG-GE-03,89848,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2017-07-15 00:00:00,5041,1,PCE,SYN-ORD-824557,SYN-EX-03
Germany,WFG-GE-03,87300,SIGMA,N100,2500,Yaw System,YAW-3301,Yaw drive frequency converter,2022-08-19 00:00:00,5053,1,PCE,SYN-ORD-781779,SYN-EX-07
Netherlands,WFG-NE-03,90043,SIGMA,N90,2500,Generator,GEN-4201,Generator control module,2022-08-07 00:00:00,5054,2,PCE,SYN-ORD-930283,SYN-EX-08
France,WFG-FR-02,90131,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2022-07-10 00:00:00,5054,1,PCE,SYN-ORD-929472,SYN-EX-03
Germany,WFG-GE-03,86994,SIGMA,N100,2500,Gearbox,GBX-2044,Gearbox service component,2021-05-04 00:00:00,5056,1,PCE,SYN-ORD-927306,SYN-EX-01
USA,WFG-US-03,87600,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2017-09-15 00:00:00,5058,1,PCE,SYN-ORD-702869,SYN-EX-02
South Africa,WFG-SO-03,90724,SIGMA,N100,2500,Main Bearing,BRG-2208,Main bearing assembly,2018-06-22 00:00:00,5059,1,PCE,SYN-ORD-737292,SYN-EX-08
Germany,WFG-GE-03,89619,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2020-07-25 00:00:00,5059,1,PCE,SYN-ORD-874886,SYN-EX-09
Germany,WFG-GE-03,88208,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2023-02-16 00:00:00,5061,1,PCE,SYN-ORD-890749,SYN-EX-09
Turkey,WFG-TU-03,88043,SIGMA,N100,2500,Hydraulic Unit,HYD-2201,Hydraulic pitch unit,2021-11-05 00:00:00,5062,1,PCE,SYN-ORD-770803,SYN-EX-04
Ireland,WFG-IR-02,90320,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2025-04-05 00:00:00,5063,1,PCE,SYN-ORD-906718,SYN-EX-07
Turkey,WFG-TU-03,88273,SIGMA,N90,2500,Hydraulic Unit,HYD-3104,Hydraulic pitch unit,2018-12-14 00:00:00,5070,1,PCE,SYN-ORD-882101,SYN-EX-08
Greece,WFG-GR-03,86453,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2023-10-03 00:00:00,5072,2,PCE,SYN-ORD-768823,SYN-EX-02
Germany,WFG-GE-03,90502,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2019-10-23 00:00:00,5076,1,PCE,SYN-ORD-810221,SYN-EX-01
France,WFG-FR-02,88338,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2018-06-16 00:00:00,5077,1,PCE,SYN-ORD-900932,SYN-EX-08
France,WFG-FR-02,87561,SIGMA,N90,2500,Main Bearing,BRG-2208,Main bearing assembly,2019-05-10 00:00:00,5081,1,PCE,SYN-ORD-957804,SYN-EX-09
France,WFG-FR-02,88068,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2018-12-06 00:00:00,5083,1,PCE,SYN-ORD-877469,SYN-EX-02
USA,WFG-US-03,89620,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2018-04-03 00:00:00,5085,2,PCE,SYN-ORD-945028,SYN-EX-05
Poland,WFG-PO-03,88118,DELTA,N125,3000,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2019-11-12 00:00:00,5089,1,PCE,SYN-ORD-893338,SYN-EX-07
France,WFG-FR-02,89536,SIGMA,N100,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2024-03-28 00:00:00,5092,1,PCE,SYN-ORD-781944,SYN-EX-03
Portugal,WFG-PO-03,86923,SIGMA,N90,2500,Yaw System,YAW-4402,Yaw drive frequency converter,2020-12-30 00:00:00,5094,2,PCE,SYN-ORD-870640,SYN-EX-06
Germany,WFG-GE-03,89852,SIGMA,N90,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2022-09-23 00:00:00,5095,1,PCE,SYN-ORD-928504,SYN-EX-05
USA,WFG-US-03,89937,SIGMA,N100,2500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2023-04-21 00:00:00,5095,1,PCE,SYN-ORD-853187,SYN-EX-08
Turkey,WFG-TU-03,88012,SIGMA,N100,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2020-09-15 00:00:00,5096,1,PCE,SYN-ORD-920994,SYN-EX-08
USA,WFG-US-03,87839,SIGMA,N90,2500,Pitch Converter,R33318,frequency converter Pitchmaster2+E40,2024-10-04 00:00:00,5097,1,PCE,SYN-ORD-854402,SYN-EX-02
Germany,WFG-GE-03,86944,SIGMA,N90,2500,Pitch Converter,R39803-03,frequency converter Pitchmaster2+E40,2023-04-22 00:00:00,5097,1,PCE,SYN-ORD-826725,SYN-EX-06
Spain,WFG-SP-02,87836,GAMMA,N149,4500,Pitch Converter,39803-03,frequency converter Pitchmaster2+E40,2022-11-17 00:00:00,5109,1,PCE,SYN-ORD-896280,SYN-EX-03
Belgium,WFG-BE-01,89838,DELTA,N100,1800,Generator,GEN-5210,Generator control module,2018-10-29 00:00:00,5115,1,PCE,SYN-ORD-824930,SYN-EX-09
